game_id	context_id	context_name	context_weight
686	12	gaming_mood:thematic	1.0
686	21	social_companion:friends	1.0
699	3	playing_time:moderate	1.0
699	11	gaming_mood:competitive	1.0
699	12	gaming_mood:thematic	1.0
699	13	gaming_mood:story-based	1.0
699	21	social_companion:friends	1.0
811	2	playing_time:short	1.0
811	7	gaming_mood:easy-going	1.0
811	11	gaming_mood:competitive	1.0
811	19	social_companion:children	1.0
822	2	playing_time:short	1.0
822	7	gaming_mood:easy-going	1.0
822	15	social_companion:2-players	1.0
822	19	social_companion:children	1.0
823	3	playing_time:moderate	1.0
823	10	gaming_mood:cooperative	1.0
823	12	gaming_mood:thematic	1.0
823	13	gaming_mood:story-based	1.0
823	21	social_companion:friends	1.0
833	5	playing_time:very_long	1.0
833	8	gaming_mood:expert	1.0
833	11	gaming_mood:competitive	1.0
833	15	social_companion:2-players	1.0
1111	1	playing_time:very_short	1.0
1111	6	gaming_mood:party	1.0
1111	7	gaming_mood:easy-going	1.0
1111	9	gaming_mood:intense	1.0
1111	10	gaming_mood:cooperative	1.0
1111	16	social_companion:large-group	1.0
1198	1	playing_time:very_short	1.0
1198	7	gaming_mood:easy-going	1.0
1198	9	gaming_mood:intense	1.0
1198	14	social_companion:1-player	1.0
1198	19	social_companion:children	1.0
1321	1	playing_time:very_short	1.0
1321	7	gaming_mood:easy-going	1.0
1321	18	social_companion:preschoolers	1.0
1382	2	playing_time:short	1.0
1382	7	gaming_mood:easy-going	1.0
1382	16	social_companion:large-group	1.0
1382	19	social_companion:children	1.0
1403	1	playing_time:very_short	1.0
1403	7	gaming_mood:easy-going	1.0
1403	9	gaming_mood:intense	1.0
1403	19	social_companion:children	1.0
1502	2	playing_time:short	1.0
1502	7	gaming_mood:easy-going	1.0
1502	11	gaming_mood:competitive	1.0
1502	19	social_companion:children	1.0
1662	4	playing_time:long	1.0
1662	11	gaming_mood:competitive	1.0
1662	15	social_companion:2-players	1.0
1927	4	playing_time:long	1.0
1927	6	gaming_mood:party	1.0
1927	7	gaming_mood:easy-going	1.0
1927	11	gaming_mood:competitive	1.0
1927	12	gaming_mood:thematic	1.0
1927	21	social_companion:friends	1.0
2266	1	playing_time:very_short	1.0
2266	7	gaming_mood:easy-going	1.0
2266	11	gaming_mood:competitive	1.0
2266	15	social_companion:2-players	1.0
2346	1	playing_time:very_short	1.0
2346	11	gaming_mood:competitive	1.0
2346	15	social_companion:2-players	1.0
2379	1	playing_time:very_short	1.0
2379	6	gaming_mood:party	1.0
2379	7	gaming_mood:easy-going	1.0
2379	10	gaming_mood:cooperative	1.0
2379	13	gaming_mood:story-based	1.0
2379	16	social_companion:large-group	1.0
2381	1	playing_time:very_short	1.0
2381	6	gaming_mood:party	1.0
2381	7	gaming_mood:easy-going	1.0
2381	9	gaming_mood:intense	1.0
2381	16	social_companion:large-group	1.0
2452	1	playing_time:very_short	1.0
2452	6	gaming_mood:party	1.0
2452	7	gaming_mood:easy-going	1.0
2452	21	social_companion:friends	1.0
2651	4	playing_time:long	1.0
2651	9	gaming_mood:intense	1.0
2651	11	gaming_mood:competitive	1.0
2651	21	social_companion:friends	1.0
2653	2	playing_time:short	1.0
2653	7	gaming_mood:easy-going	1.0
2653	13	gaming_mood:story-based	1.0
2653	19	social_companion:children	1.0
2719	1	playing_time:very_short	1.0
2719	7	gaming_mood:easy-going	1.0
2719	11	gaming_mood:competitive	1.0
2719	15	social_companion:2-players	1.0
2719	19	social_companion:children	1.0
2767	1	playing_time:very_short	1.0
2767	7	gaming_mood:easy-going	1.0
2767	17	social_companion:toddlers	1.0
2921	2	playing_time:short	1.0
2921	7	gaming_mood:easy-going	1.0
2921	12	gaming_mood:thematic	1.0
2921	19	social_companion:children	1.0
2944	1	playing_time:very_short	1.0
2944	6	gaming_mood:party	1.0
2944	7	gaming_mood:easy-going	1.0
2944	9	gaming_mood:intense	1.0
2944	19	social_companion:children	1.0
2955	3	playing_time:moderate	1.0
2955	11	gaming_mood:competitive	1.0
2955	12	gaming_mood:thematic	1.0
2955	21	social_companion:friends	1.0
3076	4	playing_time:long	1.0
3076	11	gaming_mood:competitive	1.0
3076	21	social_companion:friends	1.0
3337	1	playing_time:very_short	1.0
3337	6	gaming_mood:party	1.0
3337	7	gaming_mood:easy-going	1.0
3337	9	gaming_mood:intense	1.0
3337	19	social_companion:children	1.0
3685	4	playing_time:long	1.0
3685	11	gaming_mood:competitive	1.0
3685	15	social_companion:2-players	1.0
3955	2	playing_time:short	1.0
3955	6	gaming_mood:party	1.0
3955	7	gaming_mood:easy-going	1.0
3955	9	gaming_mood:intense	1.0
3955	10	gaming_mood:cooperative	1.0
3955	11	gaming_mood:competitive	1.0
3955	16	social_companion:large-group	1.0
4209	1	playing_time:very_short	1.0
4209	7	gaming_mood:easy-going	1.0
4209	18	social_companion:preschoolers	1.0
4324	4	playing_time:long	1.0
4324	11	gaming_mood:competitive	1.0
4324	12	gaming_mood:thematic	1.0
4324	13	gaming_mood:story-based	1.0
4324	21	social_companion:friends	1.0
4390	2	playing_time:short	1.0
4390	7	gaming_mood:easy-going	1.0
4390	12	gaming_mood:thematic	1.0
4390	15	social_companion:2-players	1.0
4390	19	social_companion:children	1.0
5588	1	playing_time:very_short	1.0
5588	7	gaming_mood:easy-going	1.0
5588	14	social_companion:1-player	1.0
5588	18	social_companion:preschoolers	1.0
5641	2	playing_time:short	1.0
5641	6	gaming_mood:party	1.0
5641	7	gaming_mood:easy-going	1.0
5641	12	gaming_mood:thematic	1.0
5641	13	gaming_mood:story-based	1.0
5641	21	social_companion:friends	1.0
5770	1	playing_time:very_short	1.0
5770	7	gaming_mood:easy-going	1.0
5770	10	gaming_mood:cooperative	1.0
5770	12	gaming_mood:thematic	1.0
5770	17	social_companion:toddlers	1.0
5782	1	playing_time:very_short	1.0
5782	7	gaming_mood:easy-going	1.0
5782	9	gaming_mood:intense	1.0
5782	12	gaming_mood:thematic	1.0
5782	19	social_companion:children	1.0
5867	1	playing_time:very_short	1.0
5867	7	gaming_mood:easy-going	1.0
5867	15	social_companion:2-players	1.0
5867	19	social_companion:children	1.0
6249	2	playing_time:short	1.0
6249	11	gaming_mood:competitive	1.0
6249	19	social_companion:children	1.0
6424	1	playing_time:very_short	1.0
6424	7	gaming_mood:easy-going	1.0
6424	9	gaming_mood:intense	1.0
6424	18	social_companion:preschoolers	1.0
6931	1	playing_time:very_short	1.0
6931	7	gaming_mood:easy-going	1.0
6931	11	gaming_mood:competitive	1.0
6931	14	social_companion:1-player	1.0
6931	19	social_companion:children	1.0
8098	1	playing_time:very_short	1.0
8098	6	gaming_mood:party	1.0
8098	7	gaming_mood:easy-going	1.0
8098	9	gaming_mood:intense	1.0
8098	16	social_companion:large-group	1.0
8172	1	playing_time:very_short	1.0
8172	6	gaming_mood:party	1.0
8172	7	gaming_mood:easy-going	1.0
8172	9	gaming_mood:intense	1.0
8172	16	social_companion:large-group	1.0
8924	1	playing_time:very_short	1.0
8924	6	gaming_mood:party	1.0
8924	7	gaming_mood:easy-going	1.0
8924	18	social_companion:preschoolers	1.0
9220	1	playing_time:very_short	1.0
9220	6	gaming_mood:party	1.0
9220	7	gaming_mood:easy-going	1.0
9220	10	gaming_mood:cooperative	1.0
9220	12	gaming_mood:thematic	1.0
9220	16	social_companion:large-group	1.0
9220	19	social_companion:children	1.0
9441	1	playing_time:very_short	1.0
9441	7	gaming_mood:easy-going	1.0
9441	18	social_companion:preschoolers	1.0
10206	1	playing_time:very_short	1.0
10206	6	gaming_mood:party	1.0
10206	7	gaming_mood:easy-going	1.0
10206	19	social_companion:children	1.0
10547	2	playing_time:short	1.0
10547	9	gaming_mood:intense	1.0
10547	12	gaming_mood:thematic	1.0
10547	13	gaming_mood:story-based	1.0
10547	16	social_companion:large-group	1.0
11825	5	playing_time:very_long	1.0
11825	8	gaming_mood:expert	1.0
11825	11	gaming_mood:competitive	1.0
11825	14	social_companion:1-player	1.0
11825	15	social_companion:2-players	1.0
12333	4	playing_time:long	1.0
12333	8	gaming_mood:expert	1.0
12333	11	gaming_mood:competitive	1.0
12333	15	social_companion:2-players	1.0
12589	2	playing_time:short	1.0
12589	7	gaming_mood:easy-going	1.0
12589	9	gaming_mood:intense	1.0
12589	11	gaming_mood:competitive	1.0
12589	12	gaming_mood:thematic	1.0
12589	19	social_companion:children	1.0
12616	1	playing_time:very_short	1.0
12616	7	gaming_mood:easy-going	1.0
12616	18	social_companion:preschoolers	1.0
12942	1	playing_time:very_short	1.0
12942	7	gaming_mood:easy-going	1.0
12942	9	gaming_mood:intense	1.0
12942	11	gaming_mood:competitive	1.0
12942	19	social_companion:children	1.0
13230	1	playing_time:very_short	1.0
13230	7	gaming_mood:easy-going	1.0
13230	11	gaming_mood:competitive	1.0
13230	15	social_companion:2-players	1.0
13230	18	social_companion:preschoolers	1.0
13328	1	playing_time:very_short	1.0
13328	7	gaming_mood:easy-going	1.0
13328	11	gaming_mood:competitive	1.0
13328	21	social_companion:friends	1.0
14105	2	playing_time:short	1.0
14105	11	gaming_mood:competitive	1.0
14105	15	social_companion:2-players	1.0
14996	2	playing_time:short	1.0
14996	7	gaming_mood:easy-going	1.0
14996	9	gaming_mood:intense	1.0
14996	19	social_companion:children	1.0
15512	1	playing_time:very_short	1.0
15512	7	gaming_mood:easy-going	1.0
15512	9	gaming_mood:intense	1.0
15512	12	gaming_mood:thematic	1.0
15512	13	gaming_mood:story-based	1.0
15512	16	social_companion:large-group	1.0
15512	19	social_companion:children	1.0
15817	2	playing_time:short	1.0
15817	7	gaming_mood:easy-going	1.0
15817	11	gaming_mood:competitive	1.0
15817	12	gaming_mood:thematic	1.0
15817	19	social_companion:children	1.0
15818	1	playing_time:very_short	1.0
15818	7	gaming_mood:easy-going	1.0
15818	9	gaming_mood:intense	1.0
15818	19	social_companion:children	1.0
15878	2	playing_time:short	1.0
15878	7	gaming_mood:easy-going	1.0
15878	19	social_companion:children	1.0
15987	5	playing_time:very_long	1.0
15987	8	gaming_mood:expert	1.0
15987	10	gaming_mood:cooperative	1.0
15987	11	gaming_mood:competitive	1.0
15987	12	gaming_mood:thematic	1.0
15987	13	gaming_mood:story-based	1.0
15987	14	social_companion:1-player	1.0
16986	1	playing_time:very_short	1.0
16986	7	gaming_mood:easy-going	1.0
16986	9	gaming_mood:intense	1.0
16986	14	social_companion:1-player	1.0
16986	19	social_companion:children	1.0
17025	1	playing_time:very_short	1.0
17025	7	gaming_mood:easy-going	1.0
17025	19	social_companion:children	1.0
17027	1	playing_time:very_short	1.0
17027	7	gaming_mood:easy-going	1.0
17027	16	social_companion:large-group	1.0
17027	19	social_companion:children	1.0
17329	1	playing_time:very_short	1.0
17329	7	gaming_mood:easy-going	1.0
17329	18	social_companion:preschoolers	1.0
17392	5	playing_time:very_long	1.0
17392	8	gaming_mood:expert	1.0
17392	11	gaming_mood:competitive	1.0
17392	16	social_companion:large-group	1.0
18723	1	playing_time:very_short	1.0
18723	6	gaming_mood:party	1.0
18723	7	gaming_mood:easy-going	1.0
18723	12	gaming_mood:thematic	1.0
18723	13	gaming_mood:story-based	1.0
18723	21	social_companion:friends	1.0
18803	1	playing_time:very_short	1.0
18803	6	gaming_mood:party	1.0
18803	7	gaming_mood:easy-going	1.0
18803	9	gaming_mood:intense	1.0
18803	13	gaming_mood:story-based	1.0
18803	16	social_companion:large-group	1.0
19841	1	playing_time:very_short	1.0
19841	7	gaming_mood:easy-going	1.0
19841	11	gaming_mood:competitive	1.0
19841	15	social_companion:2-players	1.0
20545	1	playing_time:very_short	1.0
20545	6	gaming_mood:party	1.0
20545	7	gaming_mood:easy-going	1.0
20545	10	gaming_mood:cooperative	1.0
20545	13	gaming_mood:story-based	1.0
20545	15	social_companion:2-players	1.0
20545	19	social_companion:children	1.0
21050	4	playing_time:long	1.0
21050	11	gaming_mood:competitive	1.0
21050	15	social_companion:2-players	1.0
22348	2	playing_time:short	1.0
22348	6	gaming_mood:party	1.0
22348	7	gaming_mood:easy-going	1.0
22348	16	social_companion:large-group	1.0
22889	1	playing_time:very_short	1.0
22889	6	gaming_mood:party	1.0
22889	7	gaming_mood:easy-going	1.0
22889	11	gaming_mood:competitive	1.0
22889	19	social_companion:children	1.0
23658	1	playing_time:very_short	1.0
23658	7	gaming_mood:easy-going	1.0
23658	18	social_companion:preschoolers	1.0
24508	2	playing_time:short	1.0
24508	10	gaming_mood:cooperative	1.0
24508	11	gaming_mood:competitive	1.0
24508	12	gaming_mood:thematic	1.0
24508	15	social_companion:2-players	1.0
25021	4	playing_time:long	1.0
25021	11	gaming_mood:competitive	1.0
25021	15	social_companion:2-players	1.0
25071	3	playing_time:moderate	1.0
25071	7	gaming_mood:easy-going	1.0
25071	11	gaming_mood:competitive	1.0
25071	12	gaming_mood:thematic	1.0
25071	21	social_companion:friends	1.0
25821	1	playing_time:very_short	1.0
25821	6	gaming_mood:party	1.0
25821	7	gaming_mood:easy-going	1.0
25821	9	gaming_mood:intense	1.0
25821	10	gaming_mood:cooperative	1.0
25821	13	gaming_mood:story-based	1.0
25821	16	social_companion:large-group	1.0
26859	2	playing_time:short	1.0
26859	6	gaming_mood:party	1.0
26859	7	gaming_mood:easy-going	1.0
26859	9	gaming_mood:intense	1.0
26859	16	social_companion:large-group	1.0
27225	1	playing_time:very_short	1.0
27225	7	gaming_mood:easy-going	1.0
27225	9	gaming_mood:intense	1.0
27225	14	social_companion:1-player	1.0
27225	19	social_companion:children	1.0
27627	3	playing_time:moderate	1.0
27627	11	gaming_mood:competitive	1.0
27627	12	gaming_mood:thematic	1.0
27627	13	gaming_mood:story-based	1.0
27627	21	social_companion:friends	1.0
27710	1	playing_time:very_short	1.0
27710	7	gaming_mood:easy-going	1.0
27710	14	social_companion:1-player	1.0
27710	15	social_companion:2-players	1.0
27710	19	social_companion:children	1.0
28023	2	playing_time:short	1.0
28023	7	gaming_mood:easy-going	1.0
28023	9	gaming_mood:intense	1.0
28023	12	gaming_mood:thematic	1.0
28023	16	social_companion:large-group	1.0
28023	19	social_companion:children	1.0
28143	2	playing_time:short	1.0
28143	9	gaming_mood:intense	1.0
28143	11	gaming_mood:competitive	1.0
28143	15	social_companion:2-players	1.0
28238	1	playing_time:very_short	1.0
28238	7	gaming_mood:easy-going	1.0
28238	18	social_companion:preschoolers	1.0
29223	1	playing_time:very_short	1.0
29223	7	gaming_mood:easy-going	1.0
29223	12	gaming_mood:thematic	1.0
29223	19	social_companion:children	1.0
29387	2	playing_time:short	1.0
29387	6	gaming_mood:party	1.0
29387	7	gaming_mood:easy-going	1.0
29387	19	social_companion:children	1.0
30549	2	playing_time:short	1.0
30549	10	gaming_mood:cooperative	1.0
30549	11	gaming_mood:competitive	1.0
30549	19	social_companion:children	1.0
30933	2	playing_time:short	1.0
30933	6	gaming_mood:party	1.0
30933	7	gaming_mood:easy-going	1.0
30933	9	gaming_mood:intense	1.0
30933	10	gaming_mood:cooperative	1.0
30933	11	gaming_mood:competitive	1.0
30933	16	social_companion:large-group	1.0
31260	4	playing_time:long	1.0
31260	8	gaming_mood:expert	1.0
31260	11	gaming_mood:competitive	1.0
31260	21	social_companion:friends	1.0
34635	3	playing_time:moderate	1.0
34635	11	gaming_mood:competitive	1.0
34635	19	social_companion:children	1.0
35677	4	playing_time:long	1.0
35677	8	gaming_mood:expert	1.0
35677	11	gaming_mood:competitive	1.0
35677	14	social_companion:1-player	1.0
36218	1	playing_time:very_short	1.0
36218	11	gaming_mood:competitive	1.0
36218	21	social_companion:friends	1.0
37400	1	playing_time:very_short	1.0
37400	7	gaming_mood:easy-going	1.0
37400	9	gaming_mood:intense	1.0
37400	12	gaming_mood:thematic	1.0
37400	19	social_companion:children	1.0
37836	4	playing_time:long	1.0
37836	11	gaming_mood:competitive	1.0
37836	15	social_companion:2-players	1.0
38032	2	playing_time:short	1.0
38032	7	gaming_mood:easy-going	1.0
38032	11	gaming_mood:competitive	1.0
38032	19	social_companion:children	1.0
39683	4	playing_time:long	1.0
39683	11	gaming_mood:competitive	1.0
39683	12	gaming_mood:thematic	1.0
39683	14	social_companion:1-player	1.0
39683	15	social_companion:2-players	1.0
39856	1	playing_time:very_short	1.0
39856	6	gaming_mood:party	1.0
39856	7	gaming_mood:easy-going	1.0
39856	9	gaming_mood:intense	1.0
39856	13	gaming_mood:story-based	1.0
39856	16	social_companion:large-group	1.0
40834	1	playing_time:very_short	1.0
40834	11	gaming_mood:competitive	1.0
40834	21	social_companion:friends	1.0
40990	1	playing_time:very_short	1.0
40990	6	gaming_mood:party	1.0
40990	7	gaming_mood:easy-going	1.0
40990	10	gaming_mood:cooperative	1.0
40990	12	gaming_mood:thematic	1.0
40990	15	social_companion:2-players	1.0
41010	1	playing_time:very_short	1.0
41010	7	gaming_mood:easy-going	1.0
41010	18	social_companion:preschoolers	1.0
41114	1	playing_time:very_short	1.0
41114	6	gaming_mood:party	1.0
41114	7	gaming_mood:easy-going	1.0
41114	9	gaming_mood:intense	1.0
41114	10	gaming_mood:cooperative	1.0
41114	11	gaming_mood:competitive	1.0
41114	16	social_companion:large-group	1.0
41496	1	playing_time:very_short	1.0
41496	7	gaming_mood:easy-going	1.0
41496	15	social_companion:2-players	1.0
41496	18	social_companion:preschoolers	1.0
41863	5	playing_time:very_long	1.0
41863	10	gaming_mood:cooperative	1.0
41863	11	gaming_mood:competitive	1.0
41863	21	social_companion:friends	1.0
41916	1	playing_time:very_short	1.0
41916	7	gaming_mood:easy-going	1.0
41916	19	social_companion:children	1.0
43570	1	playing_time:very_short	1.0
43570	9	gaming_mood:intense	1.0
43570	11	gaming_mood:competitive	1.0
43570	12	gaming_mood:thematic	1.0
43570	13	gaming_mood:story-based	1.0
43570	14	social_companion:1-player	1.0
43578	1	playing_time:very_short	1.0
43578	7	gaming_mood:easy-going	1.0
43578	10	gaming_mood:cooperative	1.0
43578	18	social_companion:preschoolers	1.0
43868	2	playing_time:short	1.0
43868	7	gaming_mood:easy-going	1.0
43868	9	gaming_mood:intense	1.0
43868	12	gaming_mood:thematic	1.0
43868	13	gaming_mood:story-based	1.0
43868	19	social_companion:children	1.0
54043	1	playing_time:very_short	1.0
54043	7	gaming_mood:easy-going	1.0
54043	15	social_companion:2-players	1.0
54043	19	social_companion:children	1.0
54307	1	playing_time:very_short	1.0
54307	7	gaming_mood:easy-going	1.0
54307	11	gaming_mood:competitive	1.0
54307	19	social_companion:children	1.0
56692	2	playing_time:short	1.0
56692	7	gaming_mood:easy-going	1.0
56692	19	social_companion:children	1.0
59959	3	playing_time:moderate	1.0
59959	9	gaming_mood:intense	1.0
59959	10	gaming_mood:cooperative	1.0
59959	11	gaming_mood:competitive	1.0
59959	12	gaming_mood:thematic	1.0
59959	15	social_companion:2-players	1.0
62219	5	playing_time:very_long	1.0
62219	8	gaming_mood:expert	1.0
62219	11	gaming_mood:competitive	1.0
62219	12	gaming_mood:thematic	1.0
62219	21	social_companion:friends	1.0
62871	1	playing_time:very_short	1.0
62871	6	gaming_mood:party	1.0
62871	7	gaming_mood:easy-going	1.0
62871	9	gaming_mood:intense	1.0
62871	12	gaming_mood:thematic	1.0
62871	21	social_companion:friends	1.0
63268	1	playing_time:very_short	1.0
63268	6	gaming_mood:party	1.0
63268	7	gaming_mood:easy-going	1.0
63268	9	gaming_mood:intense	1.0
63268	19	social_companion:children	1.0
65244	1	playing_time:very_short	1.0
65244	7	gaming_mood:easy-going	1.0
65244	10	gaming_mood:cooperative	1.0
65244	13	gaming_mood:story-based	1.0
65244	19	social_companion:children	1.0
65814	1	playing_time:very_short	1.0
65814	7	gaming_mood:easy-going	1.0
65814	19	social_companion:children	1.0
66056	4	playing_time:long	1.0
66056	11	gaming_mood:competitive	1.0
66056	15	social_companion:2-players	1.0
66188	2	playing_time:short	1.0
66188	9	gaming_mood:intense	1.0
66188	11	gaming_mood:competitive	1.0
66188	12	gaming_mood:thematic	1.0
66188	19	social_companion:children	1.0
66589	3	playing_time:moderate	1.0
66589	11	gaming_mood:competitive	1.0
66589	21	social_companion:friends	1.0
67239	4	playing_time:long	1.0
67239	11	gaming_mood:competitive	1.0
67239	21	social_companion:friends	1.0
67492	4	playing_time:long	1.0
67492	11	gaming_mood:competitive	1.0
67492	12	gaming_mood:thematic	1.0
67492	15	social_companion:2-players	1.0
68425	2	playing_time:short	1.0
68425	11	gaming_mood:competitive	1.0
68425	21	social_companion:friends	1.0
68448	1	playing_time:very_short	1.0
68448	9	gaming_mood:intense	1.0
68448	11	gaming_mood:competitive	1.0
68448	19	social_companion:children	1.0
69789	1	playing_time:very_short	1.0
69789	11	gaming_mood:competitive	1.0
69789	14	social_companion:1-player	1.0
69789	15	social_companion:2-players	1.0
70149	4	playing_time:long	1.0
70149	8	gaming_mood:expert	1.0
70149	11	gaming_mood:competitive	1.0
70149	14	social_companion:1-player	1.0
70512	4	playing_time:long	1.0
70512	11	gaming_mood:competitive	1.0
70512	12	gaming_mood:thematic	1.0
70512	14	social_companion:1-player	1.0
72287	1	playing_time:very_short	1.0
72287	7	gaming_mood:easy-going	1.0
72287	9	gaming_mood:intense	1.0
72287	11	gaming_mood:competitive	1.0
72287	15	social_companion:2-players	1.0
73439	3	playing_time:moderate	1.0
73439	11	gaming_mood:competitive	1.0
73439	14	social_companion:1-player	1.0
77423	2	playing_time:short	1.0
77423	10	gaming_mood:cooperative	1.0
77423	13	gaming_mood:story-based	1.0
77423	14	social_companion:1-player	1.0
77423	15	social_companion:2-players	1.0
80771	2	playing_time:short	1.0
80771	7	gaming_mood:easy-going	1.0
80771	9	gaming_mood:intense	1.0
80771	11	gaming_mood:competitive	1.0
80771	12	gaming_mood:thematic	1.0
80771	13	gaming_mood:story-based	1.0
80771	19	social_companion:children	1.0
83195	1	playing_time:very_short	1.0
83195	7	gaming_mood:easy-going	1.0
83195	9	gaming_mood:intense	1.0
83195	19	social_companion:children	1.0
83330	4	playing_time:long	1.0
83330	11	gaming_mood:competitive	1.0
83330	12	gaming_mood:thematic	1.0
83330	13	gaming_mood:story-based	1.0
83330	21	social_companion:friends	1.0
84732	1	playing_time:very_short	1.0
84732	7	gaming_mood:easy-going	1.0
84732	15	social_companion:2-players	1.0
84732	19	social_companion:children	1.0
84876	3	playing_time:moderate	1.0
84876	11	gaming_mood:competitive	1.0
84876	15	social_companion:2-players	1.0
84889	4	playing_time:long	1.0
84889	11	gaming_mood:competitive	1.0
84889	12	gaming_mood:thematic	1.0
84889	13	gaming_mood:story-based	1.0
84889	21	social_companion:friends	1.0
86955	3	playing_time:moderate	1.0
86955	7	gaming_mood:easy-going	1.0
86955	11	gaming_mood:competitive	1.0
86955	12	gaming_mood:thematic	1.0
86955	21	social_companion:friends	1.0
87890	3	playing_time:moderate	1.0
87890	8	gaming_mood:expert	1.0
87890	11	gaming_mood:competitive	1.0
87890	12	gaming_mood:thematic	1.0
87890	21	social_companion:friends	1.0
89415	1	playing_time:very_short	1.0
89415	7	gaming_mood:easy-going	1.0
89415	10	gaming_mood:cooperative	1.0
89415	13	gaming_mood:story-based	1.0
89415	19	social_companion:children	1.0
91514	1	playing_time:very_short	1.0
91514	7	gaming_mood:easy-going	1.0
91514	12	gaming_mood:thematic	1.0
91514	18	social_companion:preschoolers	1.0
91534	1	playing_time:very_short	1.0
91534	7	gaming_mood:easy-going	1.0
91534	19	social_companion:children	1.0
92828	1	playing_time:very_short	1.0
92828	6	gaming_mood:party	1.0
92828	7	gaming_mood:easy-going	1.0
92828	13	gaming_mood:story-based	1.0
92828	16	social_companion:large-group	1.0
93971	1	playing_time:very_short	1.0
93971	7	gaming_mood:easy-going	1.0
93971	19	social_companion:children	1.0
96713	2	playing_time:short	1.0
96713	20	social_companion:family	1.0
97207	3	playing_time:moderate	1.0
97207	8	gaming_mood:expert	1.0
97207	9	gaming_mood:intense	1.0
97207	11	gaming_mood:competitive	1.0
97207	12	gaming_mood:thematic	1.0
97207	21	social_companion:friends	1.0
98778	1	playing_time:very_short	1.0
98778	7	gaming_mood:easy-going	1.0
98778	9	gaming_mood:intense	1.0
98778	10	gaming_mood:cooperative	1.0
98778	19	social_companion:children	1.0
100901	2	playing_time:short	1.0
100901	10	gaming_mood:cooperative	1.0
100901	12	gaming_mood:thematic	1.0
100901	13	gaming_mood:story-based	1.0
100901	19	social_companion:children	1.0
103091	4	playing_time:long	1.0
103091	11	gaming_mood:competitive	1.0
103091	19	social_companion:children	1.0
103885	2	playing_time:short	1.0
103885	9	gaming_mood:intense	1.0
103885	11	gaming_mood:competitive	1.0
103885	15	social_companion:2-players	1.0
104006	3	playing_time:moderate	1.0
104006	11	gaming_mood:competitive	1.0
104006	21	social_companion:friends	1.0
104162	4	playing_time:long	1.0
104162	10	gaming_mood:cooperative	1.0
104162	11	gaming_mood:competitive	1.0
104162	12	gaming_mood:thematic	1.0
104162	13	gaming_mood:story-based	1.0
104162	14	social_companion:1-player	1.0
104347	3	playing_time:moderate	1.0
104347	11	gaming_mood:competitive	1.0
104347	15	social_companion:2-players	1.0
